MR_ID	age	sex	handedness
IBATRT_27247_baseline	22	M	n/a
IBATRT_27248_baseline	23	F	n/a
IBATRT_27248_retest_1	n/a	F	n/a
IBATRT_27249_baseline	26	F	n/a
IBATRT_27250_baseline	33	F	n/a
IBATRT_27250_retest_1	n/a	F	n/a
IBATRT_27251_baseline	26	M	n/a
IBATRT_27251_retest_1	n/a	M	n/a
IBATRT_27252_baseline	32	F	n/a
IBATRT_27252_retest_1	n/a	F	n/a
IBATRT_27253_baseline	22	M	n/a
IBATRT_27254_baseline	19	F	n/a
IBATRT_27255_baseline	22	F	n/a
IBATRT_27256_baseline	33	M	n/a
IBATRT_27256_retest_1	n/a	M	n/a
IBATRT_27257_baseline	40	F	n/a
IBATRT_27258_baseline	21	M	n/a
IPCAS_25485_baseline	23	F	n/a
IPCAS_25485_retest_1	n/a	F	n/a
IPCAS_25486_baseline	22	M	n/a
IPCAS_25486_retest_1	n/a	M	n/a
IPCAS_25487_baseline	18	F	n/a
IPCAS_25487_retest_1	n/a	F	n/a
IPCAS_25488_baseline	21	M	n/a
IPCAS_25488_retest_1	n/a	M	n/a
IPCAS_25489_baseline	23	F	n/a
IPCAS_25489_retest_1	n/a	F	n/a
IPCAS_25490_baseline	24	M	n/a
IPCAS_25490_retest_1	n/a	M	n/a
IPCAS_25491_baseline	20	M	n/a
IPCAS_25491_retest_1	n/a	M	n/a
IPCAS_25492_baseline	22	F	n/a
IPCAS_25492_retest_1	n/a	F	n/a
IPCAS_25493_baseline	18	F	n/a
IPCAS_25493_retest_1	n/a	F	n/a
IPCAS_25494_baseline	20	F	n/a
IPCAS_25494_retest_1	n/a	F	n/a
IPCAS_25495_baseline	19	F	n/a
IPCAS_25495_retest_1	n/a	F	n/a
IPCAS_25496_baseline	22	F	n/a
IPCAS_25496_retest_1	n/a	F	n/a
IPCAS_25497_baseline	19	F	n/a
IPCAS_25497_retest_1	n/a	F	n/a
IPCAS_25498_baseline	23	M	n/a
IPCAS_25498_retest_1	n/a	M	n/a
IPCAS_25499_baseline	20	F	n/a
IPCAS_25499_retest_1	n/a	F	n/a
IPCAS_25500_baseline	18	F	n/a
IPCAS_25500_retest_1	n/a	F	n/a
IPCAS_25501_baseline	22	M	n/a
IPCAS_25501_retest_1	n/a	M	n/a
IPCAS_25502_baseline	21	F	n/a
IPCAS_25502_retest_1	n/a	F	n/a
IPCAS_25503_baseline	20	F	n/a
IPCAS_25503_retest_1	n/a	F	n/a
IPCAS_25504_baseline	20	F	n/a
IPCAS_25504_retest_1	n/a	F	n/a
IPCAS_25505_baseline	21	F	n/a
IPCAS_25505_retest_1	n/a	F	n/a
IPCAS_25506_baseline	22	M	n/a
IPCAS_25506_retest_1	n/a	M	n/a
IPCAS_25507_baseline	23	F	n/a
IPCAS_25507_retest_1	n/a	F	n/a
IPCAS_25508_baseline	20	F	n/a
IPCAS_25508_retest_1	n/a	F	n/a
IPCAS_25509_baseline	23	M	n/a
IPCAS_25509_retest_1	n/a	M	n/a
IPCAS_25510_baseline	20	F	n/a
IPCAS_25510_retest_1	n/a	F	n/a
IPCAS_25511_baseline	20	F	n/a
IPCAS_25511_retest_1	n/a	F	n/a
IPCAS_25512_baseline	20	F	n/a
IPCAS_25512_retest_1	n/a	F	n/a
IPCAS_25513_baseline	19	M	n/a
IPCAS_25513_retest_1	n/a	M	n/a
IPCAS_25514_baseline	24	F	n/a
IPCAS_25514_retest_1	n/a	F	n/a
IPCAS_25515_baseline	12	F	n/a
IPCAS_25515_retest_1	12	F	n/a
IPCAS_25516_baseline	13	M	n/a
IPCAS_25516_retest_1	14	M	n/a
IPCAS_25517_baseline	13	F	n/a
IPCAS_25517_retest_1	13	F	n/a
IPCAS_25518_baseline	12	M	n/a
IPCAS_25518_retest_1	12	M	n/a
IPCAS_25519_baseline	13	F	n/a
IPCAS_25519_retest_1	13	F	n/a
IPCAS_25520_baseline	13	F	n/a
IPCAS_25520_retest_1	13	F	n/a
IPCAS_25521_baseline	14	F	n/a
IPCAS_25521_retest_1	14	F	n/a
IPCAS_25522_baseline	12	F	n/a
IPCAS_25522_retest_1	13	F	n/a
IPCAS_25523_baseline	13	M	n/a
IPCAS_25523_retest_1	13	M	n/a
IPCAS_25524_baseline	12	F	n/a
IPCAS_25524_retest_1	12	F	n/a
IPCAS_25525_baseline	13	F	n/a
IPCAS_25525_retest_1	13	F	n/a
IPCAS_25526_baseline	15	M	n/a
IPCAS_25526_retest_1	15	M	n/a
IPCAS_25527_baseline	14	M	n/a
IPCAS_25527_retest_1	14	M	n/a
IPCAS_25528_baseline	12	F	n/a
IPCAS_25528_retest_1	12	F	n/a
IPCAS_25529_baseline	13	F	n/a
IPCAS_25529_retest_1	13	F	n/a
IPCAS_25530_baseline	13	F	n/a
IPCAS_25530_retest_1	13	F	n/a
IPCAS_25531_baseline	13	M	n/a
IPCAS_25531_retest_1	13	M	n/a
IPCAS_25532_baseline	13	F	n/a
IPCAS_25532_retest_1	13	F	n/a
IPCAS_25533_baseline	12	F	n/a
IPCAS_25533_retest_1	12	F	n/a
IPCAS_25534_baseline	13	M	n/a
IPCAS_25534_retest_1	13	M	n/a
IPCAS_25535_baseline	11	F	n/a
IPCAS_25535_retest_1	11	F	n/a
IPCAS_25536_baseline	13	M	n/a
IPCAS_25536_retest_1	13	M	n/a
IPCAS_25537_baseline	15	F	n/a
IPCAS_25537_retest_1	15	F	n/a
IPCAS_25538_baseline	14	F	n/a
IPCAS_25538_retest_1	14	F	n/a
IPCAS_25539_baseline	14	F	n/a
IPCAS_25539_retest_1	14	F	n/a
IPCAS_25540_baseline	14	F	n/a
IPCAS_25540_retest_1	14	F	n/a
IPCAS_25541_baseline	14	F	n/a
IPCAS_25541_retest_1	14	F	n/a
IPCAS_25542_baseline	14	F	n/a
IPCAS_25542_retest_1	14	F	n/a
IPCAS_25543_baseline	13	F	n/a
IPCAS_25543_retest_1	13	F	n/a
IPCAS_25544_baseline	15	F	n/a
IPCAS_25544_retest_1	15	F	n/a
IPCAS_25545_baseline	n/a	n/a	n/a
IPCAS_25545_retest_1	n/a	n/a	n/a
IPCAS_25546_baseline	14	M	n/a
IPCAS_25546_retest_1	14	M	n/a
IPCAS_25547_baseline	14	M	n/a
IPCAS_25547_retest_1	14	M	n/a
IPCAS_25548_baseline	15	M	n/a
IPCAS_25548_retest_1	15	M	n/a
IPCAS_25549_baseline	14	M	n/a
IPCAS_25549_retest_1	14	M	n/a
IPCAS_25550_baseline	20	F	n/a
IPCAS_25551_baseline	21	F	n/a
IPCAS_25552_baseline	22	F	n/a
IPCAS_25553_baseline	24	M	n/a
IPCAS_25554_baseline	20	F	n/a
IPCAS_25555_baseline	21	M	n/a
IPCAS_25556_baseline	18	F	n/a
IPCAS_25557_baseline	19	F	n/a
IPCAS_25557_retest_1	n/a	F	n/a
IPCAS_25558_baseline	22	M	n/a
IPCAS_25559_baseline	18	F	n/a
IPCAS_25560_baseline	20	F	n/a
IPCAS_25561_baseline	25	M	n/a
IPCAS_25561_retest_1	n/a	M	n/a
IPCAS_25562_baseline	24	M	n/a
IPCAS_25562_retest_1	n/a	M	n/a
IPCAS_25563_baseline	22	M	n/a
IPCAS_25564_baseline	20	F	n/a
IPCAS_25565_baseline	22	M	n/a
IPCAS_25566_baseline	n/a	n/a	n/a
IPCAS_25567_baseline	21	F	n/a
IPCAS_25567_retest_1	n/a	F	n/a
IPCAS_25568_baseline	20	F	n/a
IPCAS_25569_baseline	22	M	n/a
IPCAS_25570_baseline	22	M	n/a
IPCAS_25571_baseline	21	F	n/a
IPCAS_25572_baseline	20	F	n/a
IPCAS_25573_baseline	21	M	n/a
IPCAS_25574_baseline	22	F	n/a
IPCAS_25575_baseline	23	F	n/a
IPCAS_25576_baseline	20	F	n/a
IPCAS_25577_baseline	23	F	n/a
IPCAS_25578_baseline	17	F	n/a
IPCAS_25579_baseline	20	F	n/a
IPCAS_25580_baseline	20	M	n/a
IPCAS_25581_baseline	22	M	n/a
IPCAS_25582_baseline	23	F	n/a
IPCAS_25583_baseline	22	F	n/a
IPCAS_25584_baseline	21	F	n/a
IPCAS_25585_baseline	20	F	n/a
IPCAS_25586_baseline	51	F	n/a
IPCAS_25586_retest_1	n/a	F	n/a
IPCAS_25587_baseline	54	F	n/a
IPCAS_25587_retest_1	n/a	F	n/a
IPCAS_25588_baseline	57	F	n/a
IPCAS_25588_retest_1	n/a	F	n/a
IPCAS_25589_baseline	50	F	n/a
IPCAS_25589_retest_1	n/a	F	n/a
IPCAS_25590_baseline	60	M	n/a
IPCAS_25590_retest_1	n/a	M	n/a
IPCAS_25591_baseline	61	M	n/a
IPCAS_25591_retest_1	n/a	M	n/a
IPCAS_25592_baseline	58	F	n/a
IPCAS_25592_retest_1	n/a	F	n/a
IPCAS_25593_baseline	58	M	n/a
IPCAS_25593_retest_1	n/a	M	n/a
IPCAS_25594_baseline	62	M	n/a
IPCAS_25594_retest_1	n/a	M	n/a
IPCAS_25595_baseline	59	M	n/a
IPCAS_25595_retest_1	n/a	M	n/a
IPCAS_25596_baseline	58	F	n/a
IPCAS_25596_retest_1	n/a	F	n/a
IPCAS_25597_baseline	61	M	n/a
IPCAS_25597_retest_1	n/a	M	n/a
IPCAS_25598_baseline	60	F	n/a
IPCAS_25598_retest_1	n/a	F	n/a
IPCAS_26044_baseline	25	M	n/a
IPCAS_26044_retest_1	n/a	M	n/a
IPCAS_26044_retest_10	n/a	M	n/a
IPCAS_26044_retest_11	n/a	M	n/a
IPCAS_26044_retest_12	n/a	M	n/a
IPCAS_26044_retest_13	n/a	M	n/a
IPCAS_26044_retest_14	n/a	M	n/a
IPCAS_26044_retest_2	n/a	M	n/a
IPCAS_26044_retest_3	n/a	M	n/a
IPCAS_26044_retest_4	n/a	M	n/a
IPCAS_26044_retest_5	n/a	M	n/a
IPCAS_26044_retest_6	n/a	M	n/a
IPCAS_26044_retest_7	n/a	M	n/a
IPCAS_26044_retest_8	n/a	M	n/a
IPCAS_26044_retest_9	n/a	M	n/a
IPCAS_26045_baseline	21	F	n/a
IPCAS_26045_retest_1	n/a	F	n/a
IPCAS_26045_retest_10	n/a	F	n/a
IPCAS_26045_retest_11	n/a	F	n/a
IPCAS_26045_retest_12	n/a	F	n/a
IPCAS_26045_retest_13	n/a	F	n/a
IPCAS_26045_retest_14	n/a	F	n/a
IPCAS_26045_retest_2	n/a	F	n/a
IPCAS_26045_retest_3	n/a	F	n/a
IPCAS_26045_retest_4	n/a	F	n/a
IPCAS_26045_retest_5	n/a	F	n/a
IPCAS_26045_retest_6	n/a	F	n/a
IPCAS_26045_retest_7	n/a	F	n/a
IPCAS_26045_retest_8	n/a	F	n/a
IPCAS_26045_retest_9	n/a	F	n/a
IPCAS_26046_baseline	11	M	n/a
IPCAS_26047_baseline	11	M	n/a
IPCAS_26048_baseline	11	M	n/a
IPCAS_26049_baseline	12	M	n/a
IPCAS_26050_baseline	12	M	n/a
IPCAS_26051_baseline	11	F	n/a
IPCAS_26052_baseline	11	M	n/a
IPCAS_26053_baseline	11	F	n/a
IPCAS_26054_baseline	12	F	n/a
IPCAS_26055_baseline	11	F	n/a
IPCAS_26057_baseline	9	F	n/a
IPCAS_26058_baseline	10	M	n/a
IPCAS_26059_baseline	9	F	n/a
IPCAS_26060_baseline	9	M	n/a
IPCAS_26061_baseline	9	M	n/a
IPCAS_26062_baseline	10	M	n/a
IPCAS_26063_baseline	9	M	n/a
IPCAS_26064_baseline	10	F	n/a
IPCAS_26065_baseline	10	M	n/a
IPCAS_26066_baseline	9	M	n/a
IPCAS_26067_baseline	9	M	n/a
IPCAS_26068_baseline	12	F	n/a
IPCAS_26069_baseline	11	F	n/a
IPCAS_26070_baseline	11	M	n/a
IPCAS_26071_baseline	11	F	n/a
IPCAS_26073_baseline	9	F	n/a
IPCAS_26074_baseline	10	M	n/a
IPCAS_26075_baseline	7	F	n/a
IPCAS_26076_baseline	6	M	n/a
IPCAS_26077_baseline	6	M	n/a
IPCAS_26078_baseline	6	M	n/a
IPCAS_26079_baseline	6	F	n/a
IPCAS_26080_baseline	7	M	n/a
IPCAS_26081_baseline	6	M	n/a
IPCAS_26082_baseline	6	F	n/a
IPCAS_26083_baseline	7	M	n/a
IPCAS_26084_baseline	7	F	n/a
IPCAS_26085_baseline	13	F	n/a
IPCAS_26086_baseline	12	F	n/a
IPCAS_26087_baseline	13	F	n/a
IPCAS_26088_baseline	12	F	n/a
IPCAS_26089_baseline	14	M	n/a
IPCAS_26090_baseline	15	F	n/a
IPCAS_26091_baseline	14	F	n/a
IPCAS_26092_baseline	13	F	n/a
IPCAS_26093_baseline	13	F	n/a
IPCAS_26094_baseline	13	M	n/a
IPCAS_26095_baseline	14	M	n/a
IPCAS_26096_baseline	16	F	n/a
IPCAS_26097_baseline	15	F	n/a
IPCAS_26098_baseline	16	M	n/a
IPCAS_26099_baseline	15	F	n/a
IPCAS_26100_baseline	15	F	n/a
IPCAS_26101_baseline	n/a	n/a	n/a
IPCAS_26102_baseline	13	F	n/a
IPCAS_26103_baseline	13	M	n/a
IPCAS_26104_baseline	15	F	n/a
IPCAS_26105_baseline	16	F	n/a
IPCAS_26106_baseline	15	F	n/a
IPCAS_26107_baseline	14	M	n/a
IPCAS_26108_baseline	15	F	n/a
IPCAS_26109_baseline	16	F	n/a
IPCAS_26110_baseline	15	F	n/a
IPCAS_26111_baseline	13	F	n/a
IPCAS_26112_baseline	13	F	n/a
IPCAS_26113_baseline	13	F	n/a
IPCAS_26114_baseline	16	M	n/a
IPCAS_26115_baseline	14	M	n/a
IPCAS_26116_baseline	16	F	n/a
IPCAS_26117_baseline	n/a	n/a	n/a
IPCAS_26118_baseline	16	F	n/a
IPCAS_26119_baseline	17	F	n/a
IPCAS_26190_baseline	23	F	n/a
IPCAS_26191_baseline	24	M	n/a
IPCAS_26192_baseline	22	M	n/a
IPCAS_26193_baseline	23	M	n/a
IPCAS_26194_baseline	28	M	n/a
IPCAS_26195_baseline	22	M	n/a
IPCAS_26196_baseline	22	F	n/a
IPCAS_26197_baseline	23	M	n/a
IPCAS_26198_baseline	23	M	n/a
IPCAS_26199_baseline	24	F	n/a
IPCAS_26200_baseline	22	M	n/a
IPCAS_26201_baseline	25	F	n/a
IPCAS_26202_baseline	21	F	n/a
IPCAS_26203_baseline	21	F	n/a
IPCAS_26204_baseline	23	F	n/a
IPCAS_26205_baseline	23	M	n/a
IPCAS_26206_baseline	24	F	n/a
IPCAS_26207_baseline	23	F	n/a
IPCAS_26208_baseline	25	F	n/a
IPCAS_26209_baseline	22	M	n/a
IPCAS_27284_baseline	18	M	n/a
IPCAS_27284_retest_1	n/a	M	n/a
IPCAS_27285_baseline	18	M	n/a
IPCAS_27285_retest_1	n/a	M	n/a
IPCAS_27286_baseline	18	M	n/a
IPCAS_27286_retest_1	n/a	M	n/a
IPCAS_27287_baseline	18	M	n/a
IPCAS_27287_retest_1	n/a	M	n/a
IPCAS_27288_baseline	19	M	n/a
IPCAS_27288_retest_1	n/a	M	n/a
IPCAS_27289_baseline	19	M	n/a
IPCAS_27289_retest_1	n/a	M	n/a
IPCAS_27290_baseline	19	M	n/a
IPCAS_27290_retest_1	n/a	M	n/a
IPCAS_27291_baseline	18	M	n/a
IPCAS_27291_retest_1	n/a	M	n/a
IPCAS_27292_baseline	19	M	n/a
IPCAS_27292_retest_1	n/a	M	n/a
IPCAS_27293_baseline	19	M	n/a
IPCAS_27293_retest_1	n/a	M	n/a
IPCAS_27294_baseline	18	M	n/a
IPCAS_27294_retest_1	n/a	M	n/a
IPCAS_27295_baseline	19	M	n/a
IPCAS_27295_retest_1	n/a	M	n/a
IPCAS_27296_baseline	18	M	n/a
IPCAS_27296_retest_1	n/a	M	n/a
IPCAS_27297_baseline	18	M	n/a
IPCAS_27297_retest_1	n/a	M	n/a
IPCAS_27298_baseline	18	M	n/a
IPCAS_27298_retest_1	n/a	M	n/a
IPCAS_27299_baseline	18	M	n/a
IPCAS_27299_retest_1	n/a	M	n/a
IPCAS_27300_baseline	18	M	n/a
IPCAS_27300_retest_1	n/a	M	n/a
IPCAS_27301_baseline	18	M	n/a
IPCAS_27301_retest_1	n/a	M	n/a
IPCAS_27302_baseline	18	M	n/a
IPCAS_27302_retest_1	n/a	M	n/a
IPCAS_27303_baseline	18	M	n/a
IPCAS_27303_retest_1	n/a	M	n/a
IPCAS_27304_baseline	18	M	n/a
IPCAS_27304_retest_1	n/a	M	n/a
IPCAS_27305_baseline	19	M	n/a
IPCAS_27305_retest_1	n/a	M	n/a
LMU_25335_baseline	24	F	n/a
LMU_25336_baseline	24	F	n/a
LMU_25337_baseline	23	M	n/a
LMU_25338_baseline	24	F	n/a
LMU_25339_baseline	22	F	n/a
LMU_25340_baseline	26	M	n/a
LMU_25341_baseline	23	M	n/a
LMU_25342_baseline	23	M	n/a
LMU_25343_baseline	24	M	n/a
LMU_25344_baseline	24	F	n/a
LMU_25345_baseline	20	F	n/a
LMU_25346_baseline	24	F	n/a
LMU_25347_baseline	22	F	n/a
LMU_25348_baseline	23	M	n/a
LMU_25349_baseline	25	M	n/a
LMU_25350_baseline	24	M	n/a
LMU_25351_baseline	26	M	n/a
LMU_25352_baseline	24	F	n/a
LMU_25353_baseline	24	F	n/a
LMU_25354_baseline	23	M	n/a
LMU_25355_baseline	27	M	n/a
LMU_25356_baseline	27	F	n/a
LMU_25357_baseline	24	F	n/a
LMU_25358_baseline	29	F	n/a
LMU_25359_baseline	25	F	n/a
LMU_25360_baseline	25	M	n/a
LMU_25361_baseline	27	M	n/a
LMU_25362_baseline	60	M	n/a
LMU_25363_baseline	71	F	n/a
LMU_25364_baseline	72	M	n/a
LMU_25365_baseline	73	F	n/a
LMU_25366_baseline	74	F	n/a
LMU_25367_baseline	68	F	n/a
LMU_25368_baseline	72	M	n/a
LMU_25369_baseline	67	M	n/a
LMU_25370_baseline	71	M	n/a
LMU_25371_baseline	69	M	n/a
LMU_25372_baseline	70	M	n/a
LMU_25373_baseline	67	F	n/a
LMU_25374_baseline	69	M	n/a
LMU_25375_baseline	69	F	n/a
LMU_25376_baseline	59	M	n/a
LMU_25377_baseline	55	F	n/a
LMU_25378_baseline	61	F	n/a
LMU_25379_baseline	69	F	n/a
LMU_25380_baseline	55	M	n/a
LMU_25381_baseline	70	F	n/a
LMU_25382_baseline	69	F	n/a
LMU_25383_baseline	55	M	n/a
LMU_25384_baseline	75	F	n/a
LMU_25385_baseline	69	M	n/a
LMU_25386_baseline	79	F	n/a
LMU_25387_baseline	28	M	n/a
LMU_25388_baseline	20	F	n/a
LMU_25389_baseline	26	F	n/a
LMU_25390_baseline	25	M	n/a
LMU_25391_baseline	22	F	n/a
LMU_25392_baseline	24	F	n/a
LMU_25393_baseline	22	M	n/a
LMU_25394_baseline	23	M	n/a
LMU_25395_baseline	27	F	n/a
LMU_25396_baseline	21	F	n/a
LMU_25397_baseline	21	M	n/a
LMU_25398_baseline	24	F	n/a
LMU_25399_baseline	20	F	n/a
LMU_25400_baseline	21	M	n/a
LMU_25401_baseline	21	F	n/a
LMU_25402_baseline	76	M	n/a
LMU_25402_retest_1	n/a	M	n/a
LMU_25403_baseline	72	M	n/a
LMU_25403_retest_1	n/a	M	n/a
LMU_25404_baseline	65	F	n/a
LMU_25404_retest_1	n/a	F	n/a
LMU_25405_baseline	60	M	n/a
LMU_25405_retest_1	n/a	M	n/a
LMU_25406_baseline	59	M	n/a
LMU_25406_retest_1	n/a	M	n/a
LMU_25407_baseline	69	M	n/a
LMU_25407_retest_1	n/a	M	n/a
LMU_25408_baseline	60	F	n/a
LMU_25408_retest_1	n/a	F	n/a
LMU_25409_baseline	59	F	n/a
LMU_25409_retest_1	n/a	F	n/a
LMU_25410_baseline	64	M	n/a
LMU_25410_retest_1	n/a	M	n/a
LMU_25411_baseline	83	M	n/a
LMU_25411_retest_1	n/a	M	n/a
LMU_25412_baseline	63	M	n/a
LMU_25412_retest_1	n/a	M	n/a
LMU_25413_baseline	71	F	n/a
LMU_25413_retest_1	n/a	F	n/a
LMU_25414_baseline	79	M	n/a
LMU_25414_retest_1	n/a	M	n/a
LMU_25415_baseline	73	F	n/a
LMU_25415_retest_1	n/a	F	n/a
LMU_25416_baseline	74	M	n/a
LMU_25416_retest_1	n/a	M	n/a
LMU_25417_baseline	73	M	n/a
LMU_25417_retest_1	n/a	M	n/a
LMU_25418_baseline	79	F	n/a
LMU_25418_retest_1	n/a	F	n/a
LMU_25419_baseline	88	F	n/a
LMU_25419_retest_1	n/a	F	n/a
LMU_25420_baseline	60	F	n/a
LMU_25420_retest_1	n/a	F	n/a
LMU_25421_baseline	62	M	n/a
LMU_25421_retest_1	n/a	M	n/a
LMU_25422_baseline	71	M	n/a
LMU_25422_retest_1	n/a	M	n/a
LMU_25423_baseline	68	M	n/a
LMU_25423_retest_1	n/a	M	n/a
LMU_25424_baseline	72	M	n/a
LMU_25424_retest_1	n/a	M	n/a
LMU_25425_baseline	68	F	n/a
LMU_25425_retest_1	n/a	F	n/a
LMU_25426_baseline	77	M	n/a
LMU_25426_retest_1	n/a	M	n/a
NKI_1427581_baseline	27	F	R
NKI_1427581_retest_1	27	F	R
NKI_21001_baseline	57	F	R
NKI_21001_retest_1	57	F	R
NKI_21002_baseline	52	F	R
NKI_21002_retest_1	52	F	R
NKI_21006_baseline	32	F	R
NKI_21006_retest_1	32	F	R
NKI_21024_baseline	22	F	R
NKI_21024_retest_1	22	F	R
NKI_4288245_baseline	22	F	R
NKI_4288245_retest_1	22	F	R
NKI_6471972_baseline	32	F	L
NKI_8574662_baseline	42	F	R
NKI_8574662_retest_1	42	F	R
NKI_8735778_baseline	31	F	L
NKI_8735778_retest_1	31	F	L
NKI_9630905_baseline	36	F	R
NKI_9630905_retest_1	36	F	R
NYU_25000_baseline	13	F	n/a
NYU_25000_retest_1	n/a	F	n/a
NYU_25001_baseline	10	M	n/a
NYU_25001_retest_1	n/a	M	n/a
NYU_25002_baseline	8	F	n/a
NYU_25002_retest_1	n/a	F	n/a
NYU_25003_baseline	11	F	n/a
NYU_25003_retest_1	n/a	F	n/a
NYU_25004_baseline	12	F	n/a
NYU_25004_retest_1	n/a	F	n/a
NYU_25005_baseline	11	F	n/a
NYU_25005_retest_1	n/a	F	n/a
NYU_25006_baseline	8	M	n/a
NYU_25006_retest_1	n/a	M	n/a
NYU_25007_baseline	12	M	n/a
NYU_25007_retest_1	n/a	M	n/a
NYU_25008_baseline	8	F	n/a
NYU_25008_retest_1	n/a	F	n/a
NYU_25009_baseline	11	M	n/a
NYU_25009_retest_1	n/a	M	n/a
NYU_25010_baseline	7	F	n/a
NYU_25010_retest_1	n/a	F	n/a
NYU_25011_baseline	10	F	n/a
NYU_25011_retest_1	n/a	F	n/a
NYU_25012_baseline	8	M	n/a
NYU_25012_retest_1	n/a	M	n/a
NYU_25013_baseline	8	M	n/a
NYU_25013_retest_1	n/a	M	n/a
NYU_25014_baseline	8	M	n/a
NYU_25014_retest_1	n/a	M	n/a
NYU_25015_baseline	11	M	n/a
NYU_25015_retest_1	n/a	M	n/a
NYU_25016_baseline	10	F	n/a
NYU_25016_retest_1	n/a	F	n/a
NYU_25017_baseline	7	F	n/a
NYU_25017_retest_1	n/a	F	n/a
NYU_25018_baseline	13	M	n/a
NYU_25018_retest_1	n/a	M	n/a
NYU_25019_baseline	8	F	n/a
NYU_25019_retest_1	n/a	F	n/a
NYU_25020_baseline	10	M	n/a
NYU_25020_retest_1	n/a	M	n/a
NYU_25021_baseline	7	F	n/a
NYU_25021_retest_1	n/a	F	n/a
NYU_25022_baseline	12	M	n/a
NYU_25022_retest_1	n/a	M	n/a
NYU_25023_baseline	12	M	n/a
NYU_25023_retest_1	n/a	M	n/a
NYU_25023_retest_2	n/a	M	n/a
NYU_25024_baseline	9	M	n/a
NYU_25024_retest_1	n/a	M	n/a
NYU_25025_baseline	12	F	n/a
NYU_25025_retest_1	n/a	F	n/a
NYU_25025_retest_2	n/a	F	n/a
NYU_25026_baseline	9	F	n/a
NYU_25026_retest_1	n/a	F	n/a
NYU_25027_baseline	39	M	n/a
NYU_25027_retest_1	n/a	M	n/a
NYU_25028_baseline	42	M	n/a
NYU_25028_retest_1	n/a	M	n/a
NYU_25029_baseline	20	M	n/a
NYU_25029_retest_1	n/a	M	n/a
NYU_25030_baseline	26	F	n/a
NYU_25030_retest_1	n/a	F	n/a
NYU_25031_baseline	33	F	n/a
NYU_25031_retest_1	n/a	F	n/a
NYU_25032_baseline	33	M	n/a
NYU_25032_retest_1	n/a	M	n/a
NYU_25033_baseline	30	M	n/a
NYU_25033_retest_1	n/a	M	n/a
NYU_25034_baseline	26	M	n/a
NYU_25034_retest_1	n/a	M	n/a
NYU_25035_baseline	26	M	n/a
NYU_25035_retest_1	n/a	M	n/a
NYU_25036_baseline	27	F	n/a
NYU_25036_retest_1	n/a	F	n/a
NYU_25037_baseline	18	M	n/a
NYU_25037_retest_1	n/a	M	n/a
NYU_25038_baseline	22	F	n/a
NYU_25038_retest_1	n/a	F	n/a
NYU_25039_baseline	19	F	n/a
NYU_25039_retest_1	n/a	F	n/a
NYU_25040_baseline	43	F	n/a
NYU_25040_retest_1	n/a	F	n/a
NYU_25041_baseline	24	F	n/a
NYU_25041_retest_1	n/a	F	n/a
NYU_25042_baseline	22	F	n/a
NYU_25042_retest_1	n/a	F	n/a
NYU_25043_baseline	26	F	n/a
NYU_25043_retest_1	n/a	F	n/a
NYU_25044_baseline	35	M	n/a
NYU_25044_retest_1	n/a	M	n/a
NYU_25045_baseline	21	F	n/a
NYU_25045_retest_1	n/a	F	n/a
NYU_25046_baseline	23	F	n/a
NYU_25046_retest_1	n/a	F	n/a
NYU_25047_baseline	40	M	n/a
NYU_25047_retest_1	n/a	M	n/a
NYU_25047_retest_2	n/a	M	n/a
NYU_25048_baseline	22	F	n/a
NYU_25048_retest_1	n/a	F	n/a
NYU_25049_baseline	30	M	n/a
NYU_25049_retest_1	n/a	M	n/a
NYU_25050_baseline	32	M	n/a
NYU_25050_retest_1	n/a	M	n/a
NYU_25051_baseline	33	F	n/a
NYU_25051_retest_1	n/a	F	n/a
NYU_25052_baseline	40	M	n/a
NYU_25052_retest_1	n/a	M	n/a
NYU_25053_baseline	34	M	n/a
NYU_25053_retest_1	n/a	M	n/a
NYU_25054_baseline	45	M	n/a
NYU_25054_retest_1	n/a	M	n/a
NYU_25055_baseline	20	M	n/a
NYU_25055_retest_1	n/a	M	n/a
NYU_25056_baseline	21	F	n/a
NYU_25056_retest_1	n/a	F	n/a
NYU_25057_baseline	27	F	n/a
NYU_25057_retest_1	n/a	F	n/a
NYU_25058_baseline	11	M	n/a
NYU_25058_retest_1	n/a	M	n/a
NYU_25059_baseline	7	M	n/a
NYU_25059_retest_1	n/a	M	n/a
NYU_25060_baseline	11	M	n/a
NYU_25060_retest_1	n/a	M	n/a
NYU_25061_baseline	22	M	n/a
NYU_25061_retest_1	n/a	M	n/a
NYU_25062_baseline	13	F	n/a
NYU_25063_baseline	12	F	n/a
NYU_25064_baseline	12	M	n/a
NYU_25065_baseline	11	M	n/a
NYU_25066_baseline	9	M	n/a
NYU_25067_baseline	8	F	n/a
NYU_25068_baseline	9	M	n/a
NYU_25069_baseline	10	M	n/a
NYU_25070_baseline	13	M	n/a
NYU_25071_baseline	13	M	n/a
NYU_25072_baseline	14	M	n/a
NYU_25073_baseline	11	M	n/a
NYU_25074_baseline	8	F	n/a
NYU_25075_baseline	15	M	n/a
NYU_25076_baseline	15	M	n/a
NYU_25077_baseline	17	M	n/a
NYU_25078_baseline	15	M	n/a
NYU_25079_baseline	16	M	n/a
NYU_25080_baseline	15	F	n/a
NYU_25081_baseline	17	M	n/a
NYU_25082_baseline	17	F	n/a
